text,aspect,sentiment,score
mohon pihak grab tambah fitur chat merchant mes makan saling komunikasi langsung jual mudah costumer lebih paham detail makan jual merchant sebut,lainnya,positif,2
cok,lainnya,positif,5
alhamdulilah mud bagus,lainnya,positif,5
eror trus jadi tidak buka chat,lainnya,positif,4
aman jalan,keamanan,positif,4
gelo harga ongkir food harga barang males ah,harga,netral,3
map suka error,lainnya,negatif,3
ribet banget si sekrang pake d suruh masuk in no daruratt udah buru,lainnya,netral,3
sekarang biaya batal padahal batalin belum driver susah sekali jam malah jadi hutang d bayar order ikut hadeuhh,harga,negatif,1
bintang buat grab pertahanin terus tarif murah bantu banget makasih grab,harga,positif,5
sangat bantu jalan mana,lainnya,positif,5
oke grep,lainnya,positif,5
gooooood,lainnya,positif,5
selalu error,lainnya,negatif,2
susah keluar otp nyambungin ovo,lainnya,negatif,1
tadi siang sen gofood bayar pake paylater padahal baru sekali bulan promo sen lah total rb stelah mau lunasin paylater belum menit kena biaya tagih rb jadi total rb tau gitu tidak usah bayar pake paylater jelasin,harga,negatif,1
ramah bagus jalan,lainnya,positif,5
aku udah bulak balek mesen makan eror terus aplikasi,aplikasi,negatif,1
bguss,lainnya,positif,5
miiinnnnnn mau sambung ovo grab kode digit tidak keluar keluarr,lainnya,negatif,1
aplikasi error mulu muncul malah pinjam aneh banget,aplikasi,negatif,1
smga lebih maju lebih baik lebih gercep,lainnya,positif,5
suka lelet padahal kuota banyak hp mati daya dulu baru mau ribet banget,lainnya,negatif,1
ramah nd tepat waktu,lainnya,positif,5
kalau mesen makan lama yaampun keburu pingsan gueh,lainnya,negatif,1
banyak kemudi minta batal in,lainnya,negatif,1
grab jauh lebih cepat layan banding gojek driver gojek sombong sering cancel pihak confirmasi lebih belum driver gerak lambat emang grab the best antara semua good luck,layanan,positif,5
banyak driver nakal minta transaksi offline terus kalau tidak diikutin malah nge cancel mana pas butuh butuh,driver,netral,3
kemarin pesan grabbike gabisa selalu notifikasi pasti titik lokasi akurat padahal akurat,lainnya,negatif,1
driver lu benerin mesen makan kali cancel chat bales pindah gojek langsung dapet driver kalau emang niat jadi driver grab jangan jadi driver,driver,negatif,1
very good job,lainnya,positif,5
mesen makan beberapa jam belum smpai belum terima barang udahh sukssesin sma dervernya,lainnya,negatif,1
bahau sangat susah pesan,lainnya,negatif,1
recomended,lainnya,positif,5
alam order grabfood kurir kecewa,lainnya,negatif,1
rekomdasi bangat,lainnya,positif,5
order grabcar sekian banyak driver terima order semua nyeleneh mulai minta bayar cash tunai minta luar aplikasi minta tambahin alas potong aplikasi terlalu besar punya bukti screen shot cakap simpul tidak mutu,aplikasi,negatif,1
sulit orang mau pesan makan non tunai jadi kalau uang tunai gimana tidak usah kalian sulit tidak semua orang saldo penuh paham kalian,lainnya,negatif,1
aplikasi mu jangan terlalu banyak up date tidak terlalu penting akibat aplikasi berat lag butuh acara inti pesan beres parah loe,aplikasi,negatif,1
bagi kotak masuk selalu ngefrezz kalau situ mohon baik,lainnya,positif,5
baik tuh aplikasi lu udah ongkir mahal voucher lu gajelas tiba tiba tidak digunain padahal masa habis lama mana ngelag lu makin lama gin makin amit amit customer mau sama lu,harga,negatif,2
tidak guna mesenin org tua luar naik grab karna titik hp jauh sama org tua,lainnya,negatif,1
matap,lainnya,positif,5
sangat,lainnya,positif,5
hadehh uang gam udah lebih hari bilang estimasi kembali dana maks hari udah lebih minggu tidak rugi banyak apk grab,aplikasi,negatif,1
aplikasi tidak jelas pesan makan kali kadang d cancel sama drive kadang d cancel sama toko jam lebih nunggu cuman buat sen makan,aplikasi,negatif,1
pesan batal dana tidak kerefund aneh banget grab duit org tilep mulu,lainnya,negatif,1
ngebantu banget pas aku pulang pergi kerja pokok ni apk tidak ribet keren lah banget mudah praktis,aplikasi,positif,5
abang good poko ramah banget,lainnya,positif,5
praktis mau pergi gampang,lainnya,positif,5
mantpp,lainnya,positif,5
gara gara grab jadi lambat order ambil tidak jalan jalan chat tidak balas balas gajelas,lainnya,negatif,1
sekarang kalau nyari driver susah banget udah menit nyari driver tidak,driver,negatif,1
uninstall ah driver males,driver,negatif,1
sisa kenapae tidak cash bayar tidak semua manusia punya kat tidak suka metode bayar rubah,lainnya,negatif,1
nunggu makan jam lebih tidak batal waktu tunggu ngaret sulit rekomendasi aplikasi grab,aplikasi,negatif,1
ramah layan prima,layanan,positif,5
makasih banyak,lainnya,positif,5
antar lama,lainnya,positif,5
good drive,lainnya,positif,5
paling hancur,lainnya,negatif,1
nyari driver lama bener,driver,negatif,1
aneh mau buat akun aja eror terus,lainnya,negatif,1
driver sering batal pesan,driver,negatif,2
suka sebel sama driver komplen karna pake grab hemat ada grab hemat kan biar tumpang pake apk sebut kalau tidak sen grab hemat mending jangan pilih grab hemat,aplikasi,negatif,2
mohon jelas min jangan pake bot masuk pesan apknya tidak bsa apa iin tidak bsa d sentuh tidak bsa d klik,aplikasi,positif,5
bagusssssssssssssss,lainnya,positif,5
platform fee naik mulu driver makin makin sembrono cancel tnpa alas ngomong enak utama bulan puasa order makan delayed mulu kira semua orang puasa cs bisa lewat ai doang biaya admin nambah apa improve tau rating cs buat bot dulu sempat opsi cancel order sejak kapan diapus berapa kali repot sana sini krna situasi resto driver tidak mo disalahin oper tidak cancel lah pihak beli tidak,layanan,negatif,1
tambah kesini tambah ndak karuan apk,aplikasi,netral,3
perhati wahai aplikasi grab mungkin guna setia kalian kuliah pakai grab makin kesini makin stress aplikasi kalian driver nunggu menit rate tidak ngotak guna grab karna hemat waktu kalau nunggu ngapain bayar mahal,aplikasi,negatif,1
hapus merchant ubah pesan promo jadi sulit pakai,lainnya,negatif,1
ribet banget pesan grab mobil,lainnya,negatif,1
order ngelonjak hujan lama dapat baik,lainnya,positif,1
dg grab jalan jadi tepat waktu,lainnya,positif,5
mesen makan lama banget datengnyaaaaa mana gabisa dibatalinnnnmmnmmm,lainnya,negatif,2
loading map lama kirain gue doang eh gue tanya orang belah gue pas stasiun nyata sama banyak errornya,lainnya,negatif,1
apliksi grab bike tidak niat susah driver pdhal tampil layar banyak driver,driver,negatif,1
lama banget mh gbs cancel driver gaada trs jam,driver,negatif,2
bank perintah bca m bca mybca bri brimo mandiri livin by mandiri bni bni mobile banking bank swasta bank cimb niaga octo mobile bank permata danamon kemarin anak buah mesan grab aplikasi kok tolak qris driver padahal pakai mobile banking atas sesuai bank bank indonesia atas malu anak buah anak buah mahasiswa mahasiswi universitas soetomo surabaya dozen rasa malu,aplikasi,negatif,1
layan bagus sabar tunggu,layanan,positif,5
kalau nak cancel cakap awal buruk betul lahhh,lainnya,negatif,1
sok mahal banget driver tidak sekali ngambil order udah jam buat tiket travel angus sumpahin aja liat,driver,negatif,2
grab food baik masa kirim lebih jam tidak cancel resto belum terima pesan bandung tidak jakarta area luas nyampe jam lebih mungkin kategori wajar mula jam jadi jam terus tidak cancel,lainnya,positif,1
lot skrg aplikasi kotak masuk klik trs jdi g klik menu henti luwama banget ulang gitu trs,aplikasi,negatif,1
jelek sekarang lama banget driver parah,driver,negatif,1
baru mo coba,lainnya,positif,4
saldo ovo sedot tidak balik,lainnya,negatif,1
apk gj asli sok iya ngasih diskon potong buat guna baru ampe tengah harga buat sen makan excited banget nunggu malah cancel alas tutup pake akun sen tidak batalin target marketing banget mana voucher diskon tidak balikin apa apa dh jr,harga,negatif,1
tahan grab grab amanah,keamanan,positif,5
terima kasih layan,layanan,positif,5
layan oke ramah,layanan,positif,5
mantab keren,lainnya,positif,5
butuh aplikisi,lainnya,positif,5
bagis,lainnya,positif,5
aplikasi kesukaankuuu kalau pesan makan diskon gile sampe makan beda sama ijo belah voucher diskon ribu sukses terus grab,aplikasi,positif,5
lebih nyaman,keamanan,positif,4
sangat bantu aplikasi transportasi tiada dua,aplikasi,positif,5
driver cepat datang cepat tuju oke poko tahan kan terus semangatt,driver,positif,5
grab beberapa kali pesan grab plus memang driver jujur motor tidak sesuai alas servis kok makin lama banyak oknum pesan plus harap kendara nyaman sadar diri gendut kalau begini paksa cancel apa biar dapet persen lebih banyak konsumen mes biaya plus transportasi tidak layak,keamanan,positif,1
halo admin grab bgung mau komplain hubung jadi misteri grab box kalau ambip barang selalu lama bgtttt padahal instan bayar tidak murah dri biasa kalau ambil barang sampek hari kadang mah ditungguin dri pagi sore baru ambil parah kadang malem baru ambil emang kalau instan tidak batas jam ambil apa gmna apa emang atur x jam baru ambil jelas min,lainnya,positif,1
oke bngt bnyj promo tingkat trus,lainnya,positif,5
tidak perlu repot keluar beli,lainnya,positif,4
sangat manfaat cepat respon,layanan,positif,5
mudah gerak cepat murah layan,layanan,positif,5
apa sii aplikasi grep kan abdet mau mesen greb jadi tidak abdet dulu,aplikasi,positif,4
aplikasi rusak semenjak update malah tidak jelas sen mobil aja ribet tidak usah download aplikasi grab gue saran ganti aplikasi aja,aplikasi,negatif,1
ramah banget,lainnya,positif,5
kenpa y g buka aplikasi grab,aplikasi,netral,3
map na selalu tidak tepat byk driver nyasar tumpang jadi nunggu lama,driver,negatif,1
professional excellent,lainnya,positif,5
kecewa ma grab selalu dapet driver prempuan udah tidak ngebut jalan kadang tidak hafal parah,driver,negatif,2
driver grabcarnya mantap,driver,positif,4
moga selalu amanah,keamanan,positif,5
grab jadi solusi kendara mana pergi,lainnya,positif,5
sistem jelek mau batalin pesan aja ribet udah gitu suka nyangkut driver tidak online dong buat brand besar ojek online baik sistem mau liat maju update sistem trs malah makin memperibet mesan,aplikasi,negatif,1
grab moga tambah ikut sukses selalu,lainnya,positif,5
sangat sopan ramah,lainnya,positif,5
makan mantap n suka,lainnya,positif,5
pesan harga rp rumah jadi rp tipu paling murah,harga,negatif,1
baik layan terimakasih,layanan,positif,5
bintang fitur cs tidak guna moga depan fitur batal order food menit proses resto,layanan,negatif,1
cukup baik muas,lainnya,positif,5
selalu sulit cari tombol logout,lainnya,positif,5
pesan tepat waktu ramah atribut lengkap,lainnya,positif,5
kalau ngasi potong d julo jangan sperti cara masak punya sya double potong,lainnya,negatif,1
lebih praktis,lainnya,positif,5
tambah buat bayar aplikasi dana hilang saldo akhir gara tf nomor dana kira masuk akun dana nyata masuk gopay nomor tidak akun gopay,aplikasi,negatif,1
grab jadi mudah kejar waktu jalan,lainnya,positif,5
banyak driver anomali kendara enak suka nyelip akan tidak mikirin tumpang,driver,netral,3
mudah cari transportasi online,lainnya,positif,5
moga grab sllu tetap istemewa dlm jalan tugas moga tambah jaya,lainnya,positif,5
driver baik kendara sangat sopan,driver,positif,5
driver g ush spam telfon kalau gd konfirmasi plat nomor beda tua,driver,negatif,2
pesan grab hemat tidak ngambil dibatalin terus gilir pakai biasa langsung ngambil,lainnya,negatif,1
sangat bantu kalau kejar waktu,lainnya,positif,5
sukaaa banget lebih guna gojek kalau soal makan banyak disko lagi thanks you grab,lainnya,positif,5
sih kemudi grab tidak taat rambu jalan tidak sesuai ikut alur jalan lain sih selamat memang penting taat atur lalu lintas lebih penting tidak rugi sekian terimakasih minta maaf apabila salah kata sakit hati kata i hope the developer read my feedbacks,lainnya,positif,4
sangat baik terimakasih grab indonesia,lainnya,positif,5
anehh suka batalin pesan tiba tiba udah lama nunggu malah tiba tiba batalin buat kesel aja,lainnya,negatif,2
sangat guna banget,lainnya,positif,5
gimana sih aplikasi install malah tidak masuk ngaco banget ngeselin banget mending pindah ojek perbaikin mud suruh ramah,aplikasi,positif,5
masa pesan titik kata baca titik terus bayar suruh lebih alas satu titik lokasi tidak baca,lainnya,netral,3
grab is the best,lainnya,positif,5
good jon,lainnya,positif,5
bagussss bgttt poko cuss install belanja pesan makan grap,lainnya,positif,5
sukses selalu makin jaya,lainnya,positif,5
cepat tepat waktu,lainnya,positif,5
lama banget mau masuk verifikasi wa ny,lainnya,negatif,1
makin kesini promo konsumen makin kurang biasa pesan grab food dapet promo diskon sekarang promo transaksi guna m banking tentu gimana sih kok makin pelit promo gin,lainnya,negatif,3
susah nyari driver sekarang tidak dulu,driver,negatif,2
pas buka apk grab displaynya ca grabgood padahal sama mau pilih taxi apa masalah,aplikasi,negatif,1
terimakasih sangat bantu,lainnya,positif,5
sangat puas aplikasi,aplikasi,positif,5
sangattt bantu,lainnya,positif,5
maaf kasih bintang soal selalu sangat susah temu driver kalau bukan rute pusat kota pdhl rute sekolah anak cm sktr km pusat kota tsb dekat bandara susah dpt driver aplagi kalau pas hujan deras semua ngilang kalaupun nemu org malah batal gitu aja hampir jam cari tidak nemu satu,driver,negatif,1
pokok mantap dn sangat bagus,lainnya,positif,5
tidak sen njir pdhl update,lainnya,negatif,1
antar bagus ramah sopan,lainnya,positif,5
baik mewah,lainnya,positif,5
hancur harga takut kalah saing,harga,negatif,1
gimna sih akun ku tangguh mulu coba buat akun baru gitu trus mohon baik nyaa,lainnya,positif,1
manatb,lainnya,positif,5
mahal ongkirnya pesan gajelas banget sumpah,harga,negatif,1
mahal,lainnya,negatif,2
iklan grab si joka joka ganti aja ganggu nyaman ngapain sih kerja orang,keamanan,positif,1
mes makan tunggu jam kurang batal maksud tidak awal tunggu,lainnya,negatif,1
susah cari driver kalau milih tarif hemat percuma download,harga,negatif,1
jelek pacar udah co nunggu lama eh cancel jadi bete deh huhh,lainnya,negatif,1
rute baik dong,lainnya,positif,5
ongkir customore turunin hapus biaya parkir customore driver dapat tidak sesuai ongkir bayar customore masak dekat customore bayar rb dapet hapus biaya parkir kadang tarif parkir tidak masuk driver aplikasi jangan semenah kalau ngambil untung,harga,negatif,1
makin lelet update,lainnya,negatif,1
gmn sih grabfood udah nunggu jam gadapet driver kan harus cancel aja otomatis jadi lama banget akhir tidak dapet driver,driver,negatif,1
easy and very helpful,lainnya,positif,5
mungkin tidak semua banyak banget driver taksi online grab suka minta batal pesan padahal lama tunggu ibu alas udah males aplikasi grab mes taksi online,aplikasi,negatif,2
terimakasih grab,lainnya,positif,5
sampah sen makan sampe jam tidak konfirmasi pihak aplikasi tolol males mending aplikasi belah,aplikasi,negatif,1
tidak profesional,lainnya,negatif,1
good luck,lainnya,positif,5
apk paling kocak berapa kali pake nih apk pesan makan kalau bukan lambat yah pesan g datang datang anehh jir udah nunggu lama lama tiba tiba pesan batal gd grab harus sistem tuh pilih grab awal nunggu pesan biar tau antar ngga udah nunggu lama kelaperan pesan belum datang kocak,aplikasi,negatif,1
the bestttt,lainnya,positif,5
delay order makan sendiri,lainnya,negatif,1
ksi bgus,lainnya,positif,5
sekarang semenjak update makin nge bug apk udah sen nyantumun alamat tinggal bayar eh opsi bayar ngga muncul malah nge blank putih ulang beberapa kali baru baik soal buat ngga nyaman,keamanan,positif,3
aplikasi gampang eror mau chat driver susah,aplikasi,negatif,1
bagus sih,lainnya,positif,5
puas layan tmn driver,layanan,positif,5
toko tutup tidak ada fitur batal pesan guna driver grab fitur batal toko sendiri hubung call center beberapa kali tidak tanggap sama sekali jawab selalu robot chat otomatis tidak jelas,driver,negatif,1
layan antar makan sekarang sering lama gatau sistem faktor aku cobain switch app order an ku langsung proses,layanan,netral,3
grabbb taiiii tidak batal otomatis tidak kaya apk kalau lama tidak driver otomatis batal,aplikasi,negatif,1
kecewa sen beberapa kali batalin ajah udah mah laper kensel ajah sama tokok,lainnya,negatif,3
udah mahal menu makan murah pesan lewat grab jadi mahal,lainnya,negatif,1
aplikasi sampah driver jauh semua,aplikasi,negatif,1
baguus,lainnya,positif,5
kecewa berat sama grab gabakal pake grab aku,lainnya,negatif,1
sesuai cepat,lainnya,positif,5
ovo paylater hubung admin tidak punya pulsa,lainnya,positif,4
mantap lebih murah,lainnya,positif,5
kalau mau ken langsung tidak mau keluar rumah tinggal sen aja deh grab udah praktis mudah tidak ribet harga lumayan mahal,harga,positif,5
oke dehh,lainnya,positif,4
tidak guna metode bayar ovo,lainnya,negatif,1
sekarang jadi naik yah tarip k jadi k,lainnya,positif,5
update baru lebih ribet masihmending versi lama,lainnya,negatif,1
biasa liat liat harga dulu siap belum lokasi jemput malah g muncul lapor terlalu jauh kecewa,harga,negatif,3
bagu sekali,lainnya,positif,5
maaf ko sekarang greb harga nyah jadi naik banget yahh,harga,negatif,1
aplikasi bukan soal murah apa owner grab selaku tanggung jawab dalam mohon mapsnya baharu kadang kadang kalau order alamat asli alamat mapsnya grab suka tidak tepat buat kerap kali guna grab driver salah paham bahkan tengkar alamat asli mapsnya grab selalu tidak sesuai meski maps grab tarik alamat tepat kurang efektif buang waktu,aplikasi,negatif,1
tengah malem laper laper udah nunggu jam cancel payah layan,layanan,negatif,1
baru pertama pesan grab sendiri mud tepat waktu jalan aman nyaman mobil bersih,keamanan,positif,5
tidak baik,lainnya,positif,1
mudah aman nyaman jalan,keamanan,positif,5
pokona mhk besss banget,lainnya,positif,5
aplikasi keren praktis,aplikasi,positif,5
lokasi tidak lengkap,lainnya,negatif,2
mapsnya tidak kasi titik sesuai tiap order grab bike titik selalu nyasar,lainnya,negatif,1
selamat pas laper gada makan makasih lop yu,lainnya,positif,5
sangat bantu layan advance booking dapat kemudi waktu berangkat antisipasi sedikit kemudi waktu mesan tempat sepi mohon dptnya layan dukung dg proteksi sistem driver dapat tidak mudah batal dekat berangkat,layanan,positif,5
belum pernah fungsi,lainnya,positif,5
pesan food dipalembang dicancel medan dicancel parah sih,lainnya,negatif,1
pertama kali guna grab sangat mantap,lainnya,positif,5
baik sistem pesan makan jam baru jam lewat benar aja salatri,aplikasi,positif,1
jam nungguin pesan tidak dateng alas sedang cari driver driver banyak masa gada satu mau anterin,driver,negatif,1
mau nang banget tidak grab sekitar mau pulanggggg cpt mlh sen kali ttp gdpt pdhl kota lo,lainnya,positif,4
baru mesti sampe kali sebel banget padahal nunggu tadi hrs update dlu baru login aplikasi,aplikasi,negatif,2
meski macet parah ttp mau antar,lainnya,positif,5
jam tepat layan baik,layanan,positif,5
guna sekali,lainnya,positif,5
pesan grabfood antar otomatis bagi konfirmasi gilir dapet driver cuma lg tidak dapet alhasil pesan keluarga bagi dateng duluan makan keburu dingin tidak makan sama mood keluarga jadi jelek asli program paling aneh,driver,negatif,1
pilih antar prioritas malah lama tau gitu mending hemat sekali,lainnya,negatif,1
enak nyaman aja,keamanan,positif,5
ayam enak bumbu resap sambelnya mantap peda bakal pesan,lainnya,positif,5
driver mu nendi kabeh kok ora nerima order ku,driver,negatif,1
mau gofood ribet banget ngg pake qris pake ovo ovo ngga mau hubung sama apk ribet beda sama gojek,aplikasi,netral,3
mudah guna,lainnya,positif,5
kecewa tk mcm dulu,lainnya,negatif,1
tidak layak dapet bintang,lainnya,positif,5
puas banget pakai grab,lainnya,positif,5
thanks for your support,lainnya,positif,5
tingkat terus,lainnya,positif,5
apk susah banget ojol nyaa,aplikasi,negatif,3
kecewa hujan dah amblas semua tidak bosq mesan barang tidak sepwrti aplikasi lacar lancar aja,aplikasi,negatif,1
apl sampah,lainnya,negatif,1
promo rangin beli harga normal rb terus pake promo rb harus rb cuma jadi rb terus pake promo rb bukan jadi rb malah rb gaje banget,harga,netral,3
lama nunggu batalin,lainnya,negatif,1
grab taik gilir driver kasih pinjam hari onbid bulan tidak tawar,driver,negatif,1
thank u grab udah ngasih diskon ongkir huhuuu gacorr,harga,positif,5
aku sangat suka dngan aplikasih,aplikasi,positif,5
layan baik ramah,layanan,positif,5
promonya banyak sangat bantu,lainnya,positif,5
aplikasi tidak sedia fitur customer service baik keluh jawab mesin bot jawab putar putar,aplikasi,positif,1
jangan mahal please,lainnya,negatif,4
aplikasi eror mulu terlalu berat buat jelajah map naruh posisi,aplikasi,negatif,2
sen grab food batalin trus,lainnya,negatif,1
adakan fitur cancel grab food dong salah pilih menu tidak cancel,lainnya,negatif,1
baik bngat,lainnya,positif,5
mantap cepat sesuai order,lainnya,positif,5
tlong pihak grab hri kecewa banget sen grab ekspres dapt potgan eh nungguin tidak dateng motor tidak gerak samsek trus sya batalin karn lama eh psen sekali lag dpt lbih dkat rumah tidak gerak motor tidak jemput jadi paksa sya batalin lgi kesel banget sbnarny suka ngasih tips grab kalau dpt potgan suka bayrnya sama harga normal hemmz,harga,negatif,1
banyakin diskon,lainnya,positif,5
sekarang banyak driver ladies bawa cowo beda orang bahaya tidak sih ketat akun ladies jangan percaya guna grab hilang utama daerah bsd,driver,negatif,1
baikk bagus tpi kalau nyari alamat nama suka gjls misal cari alamat rumah ku nama near jktoc gituu lebih baik no rt rw sama daerah kalau begini kan gampang masukin alamat orang jugaaa tapiii udaaa bagusss koo the bestt,lainnya,positif,4
an application that is very helpful in finding transportation and also looking for food at certain times,aplikasi,positif,5
sangat nyam n,lainnya,positif,5
iklan lu nge ganggu setan,lainnya,negatif,1
grab baik,lainnya,positif,5
susah dpt driver skrg nunggu lama dicancel trs heran,driver,negatif,3
grab emang oke,lainnya,positif,5
parah layan masalah aplikasi chat mampu chatbot kan customer manusia masa sama chatbot,layanan,negatif,1
ramah baik sopan,lainnya,positif,5
sangat puas apa bila naik grab,lainnya,positif,5
kok susah mau daftar jadi mitra drever grab,lainnya,negatif,3
baik sistem pesan tumpang tunggu driver cukup lama tunggu driver tidak merespon coba tunggu cukup lama tau driver cansel cukup kecewa kalau begini tidak pakai jasa aplikasi pindah aplikasi raksasa satu mampu layan customer sepenuh hati note liat driver suka cansel order milih milih kalau lgsg putus mitra aja biar tidak enak,layanan,negatif,1
aplikasi gajelas driver gaada jelas help center tidak bantu nyuruh batal batal gaada tindak lanjut,aplikasi,positif,1
cari driver susah harga mahal jmbd,harga,negatif,3
aplikasi sangat bantu jalan,aplikasi,positif,5
woii grab dong titik jemput kampus pens tidak sesuai nama nama titik jemput pustaka teknik kapal its padahal halte pens tolongg ganti,lainnya,negatif,1
pokok grabfood mantaf lebih cepat datang seler ramah,lainnya,positif,5
gajelas banget gua tidak pernah ngapain bahkan driver selalu ramah tiba akun gua tangguh sekarang jadi gabisa make apk,aplikasi,positif,2
bagus seluruh tadi hapus sekarang gimana cara masuk lhoo,lainnya,positif,5
lebih cepat lwt grab pd jjn tempat,lainnya,positif,5
grab mantap,lainnya,positif,5
layan cukup baik,layanan,positif,5
jelek masa alamat tidak otomatis pindah hikin alat baru,lainnya,negatif,1
tara pernah kase balian,lainnya,netral,3
grab ubah terus kategori makan mau pilih menu asli indonesia coba jangan ubah situ kan banyak pilih makan tera,lainnya,negatif,1
mantap grab,lainnya,positif,5
sangat sopan ramah terimakasih bantu mmbeli obat antar smpai tempat cepat,lainnya,positif,5
barusan jadi cuma pake paket hemat tolak mampir warung dulu kali kali pakai grab tidak masalah tiap henti warung beli biasa driver tuju saya nambahin uang ongkos baru kali driver nolak alas pake paket reguler jangan hemat lalu guna paket hemat apa,driver,negatif,1
tambah in sistem bayar dana,aplikasi,positif,4
sangat batu dn respon cepat,layanan,positif,5
sangat baek,lainnya,positif,5
bayar tunai aktif grab mar tidak punya saldo mau sen baja tidak mau belanja superindo tidak ovo aj,lainnya,negatif,1
mbak ramah,lainnya,positif,5
ibu komunikatif terimakasih bu,lainnya,positif,5
aplikasi totol,aplikasi,negatif,1
apa cari kendara sangat lama padahal kadang darurat banget gitu motif buat handphone ngelag terus kasih fitur ada biar kemudi tau darurat apa ngebut ngga,lainnya,negatif,2
greget nih sama grab akhir akhir tiap order grab lewat jlan jauh kan jdi makan waktu nunggu driver datang tmbh gps driver jalan apk belum jalan kasihan driver kalau cancel cancel cari driver susah,aplikasi,negatif,3
langgan grab sma keren bgr emang moga bijak buat ngehargain driver illustrator pake ai sayang banget jadi jelek kayak engk serius pdhal aku suka iklan grab,harga,positif,4
vermuk buat lambat buat pesan apa kalau sedang buru waktu,lainnya,negatif,3
layan sangat bagus,layanan,positif,5
alamat selalu tidak sesuai pos ada,lainnya,negatif,1
knp selalu dapet driver tidak kompeten arah malah marah kasih jelas gamau dengar kalau salah kan kirim rugi bukan driver aja rugi,driver,negatif,1
keren aplikasi sangat bantu kaum introvert,aplikasi,positif,5
grab gaguna lu buat map kek orang awam coba deh map buat lebih detail anj biar orang awam tidak kesasar tuju,lainnya,negatif,1
sangat bantu tidak kendara butuh,lainnya,positif,4
biasa kalau sen ongkos murah waktu undur undur jadi jam,lainnya,positif,1
aplikasi sekarang bagus akses tunanetra moga depan makin ramah disabilitas,aplikasi,positif,5
hati bohong soal garansi nyata tidak klaim jelas tulis garansi barang rusak hilang lebih baik hapus garansi antar express tidak jelas jangan pakai alas pakai sameday tidak klaim lha apa bayar garansi bodoh buat garansi tidak klaim boro minta maaf kelas grab nyata sdmnya rendah,lainnya,positif,1
minta mohon banget kpada pihak aplikator pihak grab ad d seluruh indonesia buat supir supir grab mau mobil honda jangan lh kalian bawa sewa sembrautan jangan lh ugal ugalan d jlan bawa sewa sama sewa tidak kasar jangan arogan sama sewa supir grab buat harga tarif ank sklh sama tarif umum mohon beda kan lh pihak aplikotor grab lh aplikator makasih mohon,harga,negatif,3
no can click cancel order scamm app,aplikasi,negatif,1
baru terooss dipake kalau baru jadi paksa deh saldo,lainnya,negatif,1
admin x tidak profesional,lainnya,negatif,1
alas jelas aplikasi tidak guna malah tiba tiba beku tidak pulih,aplikasi,negatif,1
order lama,lainnya,negatif,1
sangat rekomendasi jalan,lainnya,positif,5
some say bugs are the future of food they are rich in protein and can be sustainably produced for mass consumption in fact some billion humans on the planet eat bugs as part of their diet but when the bug is in an app we won t want you to eat it and we certainly won t try to make more of it update your grab to to get rid of bugs from your everyday app experience,aplikasi,positif,5
bngt,lainnya,positif,5
byk driver knp selalu dpt double order,driver,negatif,1
sangat suka grab sangat bantu dalm transportasi,lainnya,positif,5
layan baik super ramah wangi,layanan,positif,5
sok asik adminnya mahal semua mending tetangga,lainnya,negatif,1
tiati grab dineout sekarang makan tidak layak beli toko asli produk tidak baik layan buruk ngapain toko ikut partisipasi parah emang jahat si bilang perhati baik beli not good quality bintang biar baca kalau bintang ulas mendem biasa sih hah lol,layanan,positif,5
aplikasi bug apa gimana dah klik bike hemat pas bayar malah bike standar,aplikasi,positif,5
suka banget sama grab sangat mudah segala cuma sayang banyak driver tidak jujur bbrp x pake grabcar pakai kartu e tol sendiri eh tarif tol tagih x top up e money si driver biaya tol ambil tarif bukan pelit sih meski sedikit kan lebih bagus jujur kalau driver kaya jadi males kasih tips,harga,positif,3
sen grab tiba tiba batalin karna kata bawa pelihara padahal tidak bawa binatang apa mending pakai aplikasi aja lah,aplikasi,negatif,1
baik orang,lainnya,positif,5
sumpah nyari driver doang lama minta ampun tengah jam lebih kalau tidak mau ambil minimal cancel lah order grabfood kagak aneh dah restoran deket rumah tidak jauh km kok tidak mau ambil lama banget nunggu tidak cancel,driver,negatif,2
armada baik lama bbrp kali guna,lainnya,positif,5
kena sen makan lewat grabfood sekarang susah pesan status resto buka pas tekan tombol pesan sekarang status resto tutup mending sen lewat shopee gojek aja tidak ribet kayak grab,lainnya,negatif,1
aplikasi tidak jelas hapus aja store,aplikasi,negatif,1
bismillah mudah an bagus,lainnya,positif,5
draever sangat ramah,lainnya,positif,5
the best pko y,lainnya,positif,5
mantabbb baru gado gado lontong sayur enak bogor dg harga wajar,harga,positif,5
mudah sangat bantu,lainnya,positif,5
lancar jaya,lainnya,positif,5
mitra hri tambah castwmer makin kurang,lainnya,negatif,4
beri mudah orang desa k kota mudah praktis grab,lainnya,positif,5
kurir ramah fast respon,layanan,positif,5
love babi,lainnya,positif,5
best banget pokok,lainnya,positif,5
tidak logis ni aplikasi ambil jalan ambil jarak jauh biar itung mahal parah tolol,aplikasi,negatif,1
kocak nih apk motor aplikasi tidak sesuai sama ada nyata kok banyak lolos sih,aplikasi,negatif,1
further develop the application performance and fix existing bugs as well as improve all existing features,aplikasi,positif,5
alowes the best,lainnya,positif,5
tidak batal pesan kalau pihak toko,lainnya,negatif,1
admin akun x twitter haters emyu kalau mau ngehate pake akun asli lah ngapain pake akun usaha,lainnya,negatif,1
ongkir mahal sih,harga,negatif,5
