text,score
tidak perlu repot keluar beli,4
ok,5
membantu,5
ok,5
sangat bermanfaat dan cepat respon,5
mudah .gerak cepat.murah pelayanan ok,5
oke,5
apaan sii ini aplikasi grep kan bisa nanti abdet saya mau mesen greb jadi gk bisa ini harus abdet dulu,4
aplikasi rusak. semenjak di update malah gak jelas pesen mobil aja ribet. GAK USAH DOWNLOAD APLIKASI GRAB gue sarani ganti aplikasi lain aja,1
sangat bagus,5
sangat baik,5
puas.,5
ramah banget,5
kenpa y g bisa di buka aplikasi grab nya,3
siip,5
bagus,5
"map na selalu gk tepat...byk driver yg nyasar,penumpang jd nunggu lama",1
ok,5
aplikasi sangat membantu,5
Professional dan Excellent,5
"kecewa ma grab selalu dapet driver prempuan udah gak bisa ngebut, jalan kadang gak hafal parah",2
driver grabcarnya mantap,4
layanan bagus,5
semoga selalu amanah,5
Grab menjadi solusi berkendara kemanapun bagi yg ingin bepergian👍🤗,5
keren,5
"sistemnya jelek, mau batalin pesanan aja ribet! udah gitu suka nyangkut ke driver yang ga online! tolong dong buat brand besar di ojek online diperbaiki lagi sistemnya! mau keliatan maju dengan update sistem trs tp malah makin memperibet pemesanan!",1
nice,5
good,5
sesuaikan,1
kereeen 👍,5
untuk grab semoga tambah pengikutnya dan sukses selalu,5
sangat sopan dan ramah,5
baik,5
makanannya mantap n saya suka,5
"ketika di pesan Harganya Rp. 11.000, setelah sampai rumah menjadi Rp. 23.000, penipuan paling murahan.",1
alhamdulillah,5
cepat,5
"baik pelayanannya, terimakasih",5
Bintang 1 karena fitur dan cs nya tidak berguna. Semoga kedepannya ada fitur pembatalan order food 1-2 menit sebelum diproses oleh resto.,1
cukup baik memuaskan,5
mantap,5
TIDAK DAPAT DIBUKA,1
aplikasi yang sangat membantu,5
selalu kesulitan mencari tombol logout,5
mantap,5
sangat bagus,5
"pesanan tepat waktu.ramah, atribut lengkap",5
kalau ngasi potongan d julo jangan sperti itu caranya masak punya sya double potongannya,1
lebih praktis,5
"tolong tambahkan buat pembayaran ke aplikasi dana, saya kehilangan saldo terakhir saya gara² tf ke nomor dana, saya kira masuk ke akun dana ternyata masuk ke gopay sedangkan nomor itu tidak ada akun gopay nya",1
Dengan ada grab jadi mudah untuk mengejar waktu di jalan .,5
"banyak driver anomali(berkendara seenaknya(suka nyelip""yang seakan""ga mikirin penumpang nya)",3
ramah,5
memudahkan mencari transportasi online,5
❤️❤️❤️❤️❤️❤️,5
oke,5
sangat puas,5
semoga Grab sllu tetap istemewa dlm menjalankan tugasnya. semoga bertambah jaya,5
drivernya baik dan berkendara sangat sopan,5
mantap,5
driver g ush spam telfon kalo gd konfirmasi plat nomor beda.. udh tua juga,2
"pesan grab hemat ga ada yg ngambil dibatalin terus,, giliran pakai yang biasa langsung pada ngambil",1
sangat membantu apalagi kalo di kejar waktu,5
driver ok,5
sukaaa bgt lebih berguna dari gojek kalo soal makanan banyak diskonya juga lagii thanks you grab❤️,5
jelek,1
"Karena kenapa sih setiap pengemudi grab itu tidak menaati rambu2 jalan atau tidak sesuai mengikuti alur jalan atau lainnya sih?. Keselamatan memang penting tapi menaati aturan lalu lintas itu lebih penting agar tidak merugikan sekitar. Sekian terimakasih dan meminta maaf apabila ada salah kata yang menyakiti hati dari perkataan saya🙏🏻, I hope the Developer read my feedbacks",4
"sangat baik, terimakasih grab Indonesia",5
Oke banget,5
"anehh suka batalin pesanan tiba-tiba udah lama nunggu malah tiba-tiba di batalin,bikin kesel aja",2
sangat berguna banget,5
"Gimana sih aplikasi ini, di install malah ga bisa masuk, ngaco bgt ngeselin bgt, mending pindah ke ojek lain. Perbaikin tolong !! Pengemudinya nya juga suruh ramah!!",5
masa pesan dua titik katanya yang kebaca 1 titik terus bayar disuruh lebih lagi dengan alasan yang satu titik lokasi gak kebaca,3
grab is the best,5
good jon,5
ok,5
bagussss bgttt pokonya........ cuss install dan belanja/pesan makanan di grap😊,5
sukses selalu makin jaya,5
luar biasa,5
memuaskan,5
cepat dan tepat waktu,5
lama banget mau masuk verifikasi WA ny,1
"Kenapa makin kesini, promo untuk konsumen makin berkurang ya? Saya biasanya pesan grab food, pasti dapet promo diskon. Sekarang promo hanya untuk transaksi menggunakan m-banking² tertentu. Gimana sih kok makin pelit promo gini?",3
ok,5
layanan bagus,5
susah nyari driver sekarang gak seperti dulu,2
bagus,5
kenapa pas buka apk grab ..displaynya ca ada grabgood..padahal sama mau pilih taxi...apa masalahnya ini,1
terimakasih sangat membantu,5
sangat puas dengan aplikasi ini,5
sangattt membantu,5
boleh,5
bagus,5
"maaf saya kasih bintang 1 soalnya selalu sangat susah menemukan driver kalau bukan rute ke pusat kota. pdhl rute ke sekolah anak sy cm sktr 5km dr pusat kota tsb dan dekat dgn bandara tp susah dpt driver. aplagi kalau pas hujan deras, semua pada ngilang. kalaupun nemu 1 org malah dibatalkan gitu aja. sampai hampir sejam sy cari gk nemu satupun.",1
sangat membantu,5
pokoknya mantap dn sangat bagus,5
supir nya ramah,5
ga bisa pesen njir pdhl udh di update,1
ok,5
"pengantaran bagus, ramah, sopan.",5
baik dan termewah,5
penghancur harga takut kalah bersaing,1
good job,5
ini gimna sih akun ku di tangguhkan mulu udh coba bikin akun baru gitu trus mohon perbaikan nyaa,1
sangat baik,5
manatb,5
mahalan ongkirnya dari pada pesanannya gajelas banget sumpah,1
agak mahal,2
"tolong iklan grab yg si joka joka itu di ganti aja, ganggu kenyamanan, ngapain sih memperkerjakan orang seperti itu",1
"saya memesan makanan sudah menunggu 2 jam kurang namun di batalkan, maksud saya kenapa tidak dari awal, saya sudah menunggu",1
on time,5
sangat membantu,5
susah cari driver kalo milih yang tarif hemat.percuma download ini,1
"JELEK, PACARKU UDAH CO NUNGGU LAMA EH DI CANCEL JADI BETE DEH DIA HUHH😠👎👎",1
rute nya perbaiki dong,5
"tolong ongkir customore di turunin dan tolong hapus biaya parkir ke customore,saya sebagai driver pendapatan nya tidak sesuai dengan ongkir yang di bayar customore,masak dekat customore bayar 22rb saya dapet 6800 dan juga tolong hapus biaya parkir kadang tarif parkir juga tidak masuk ke driver,aplikasi tolong jangan semenah"" kalau ngambil untung",1
Semakin Lelet Update nya,1
"gmn sih? grabfood udah nunggu sejam gadapet driver juga kan harusnya di cancel aja otomatis. jadi lama bgt, akhirnya ga dapet driver jg",1
easy and very helpful,5
sangat bermanfaat,5
puas,5
"mungkin gak semua tapi banyak banget driver taksi online grab suka meminta membatalkan pesanan, padahal sudah lama ditunggu dengan beribu alasannya. udah males saya dengan aplikasi grab untuk memesan taksi online.",2
terimakasih grab,5
"sampah pesen makanan sampe 2 jam dan itu ga ada konfirmasi lagi dari pihak aplikasi tolol ini, males mending aplikasi sebelah!",1
gak profesional,1
good luck,5
"apk paling kocak,udh berapa kali pake nih apk pesan makanan kalo bukan lambat yah pesanan g datang datang,anehh jir,udah nunggu lama lama tapi tiba tiba pesanan dibatalkan karena gd grab?harusnya sistemnya tuh pilih grab diawal,mereka nunggu pesanan,biar kita jg tau,ada yg antar atau ngga.udah nunggu lama,kelaperan,pesanan belum datang,kocak",1
The bestttt 💚💚💚💚,5
delay order makanan sendiri,1
membantu,5
ksi bgus,5
"sekarang semenjak update makin nge bug apk nya, udah pesen nyantumun alamat tinggal bayar eh opsi pembayaran ngga muncul malah nge blank putih, harus ulang beberapa kali baru bisa, tolong di perbaiki lagi soalnya bikin ngga nyaman🙏",3
aplikasi gampang eror mau chat driver susah,1
mantap,5
baguss,5
Mantab.,5
bagus sih,5
puas dgn layanan tmn2 driver,5
"ketika TOKO TUTUP, tidak adanya fitur pembatalan pesanan untuk pengguna dan juga driver grab. fitur pembatalan hanya ada di TOKO itu sendiri sudah menghubungi Call Center beberapa kali, tetapi tidak ada tanggapan sama sekali, yg jawab selalu robot chat otomatis gak jelas.",1
"Layanan antar makanannya sekarang sering agak lama. Gatau sistemnya atau faktor lain, tapi aku cobain switch ke app lain, order an ku langsung di proses.",3
"grabbb taiiii, gak bisa batalkan otomatis gak kaya apk lain kalau sudah lama gak ada driver bisa otomatis batal",1
nice,5
"kecewa pesen beberapa kali di batalin ajah ,udah mah lagi laper tapi di kensel ajah sama tokoknya",3
"UDAH MAHAL,MENU MAKANAN MURAH PESAN LEWAT GRAB JADI MAHAL",1
"aplikasi sampah, drivernya jauh semua",1
baguus,5
"kecewa berat sama grab, udh gabakal pake grab lagi aku",1
sesuai dan cepat,5
Ovo paylater saya harus menghubungi admin Saya tidak punya pulsa,4
mantap,5
mantap lebih murah,5
oke,5
"kalau mau pengen secara langsung tp ga mau keluar rumah tinggal pesen aja deh di grab udah praktis, mudah, dan ga ribet tp harga nya lumayan mahal",5
oke dehh,4
tidak bisa menggunakan metode pembayaran ovo,1
mantap,5
tepat waktu,4
sangat baik,5
"kenapa sekarang jadi naik yah tarip nya, dari 8 k JD 12 k",5
sangat membantu,5
puas,5
baik,5
"update terbaru lebih ribet, masihmending yang versi lama",1
"seharusnya kita biasa liat liat harga dulu untuk persiapan walau belum di lokasi penjemputan ini malah g muncul, laporan nya terlalu jauh dari anda saat ini kecewa🥱🥱🥱",3
mantapp,5
ok sangat baik,5
Aplikasi Mantap 👍,5
ok,5
bagu sekali,5
maaf ko sekarang greb harga nyah jadi naik banget yahh,1
"Aplikasi ini bukan soal murah atau apapun itu. untuk owner Grab atau selaku penanggung jawabnya didalam mohon mapsnya diperbaharui, kadang-kadang kalau order alamat asli dan alamat di mapsnya Grab suka tidak tepat dan membuat kerap kali saya pengguna grab dan driver salah paham bahkan bertengkar karena alamat asli dan yang di mapsnya grab selalu tidak sesuai, meskipun maps pada grab bisa ditarik ke alamat yang tepat tapi, masih kurang efektif karena membuang waktu.",1
tengah malem lagi laper laper nya udah nunggu 1 jam di cancel payah pelayanan nya👎,1
"Baru pertama pesan grab sendiri, pengemudinya tepat waktu, perjalanan Aman dan nyaman, mobil bersih.",5
tidak baik,1
"mudah, aman nyaman dalam perjalanan",5
tepat waktu👍,5
pokona mhk besss bgt,5
Aplikasi ini keren dan praktis.,5
lokasi nya gak lengkap,2
Bagus sekali,5
ini mapsnya ga bisa kasi titik yg sesuai? tiap order grab bike titiknya selalu nyasar.,1
Best,5
baik,4
"penyelamat pas laper tapi gada makanan, makasih, lop yu",5
sangat bagus,5
"Saya sangat terbantu dengan layanan Advance Booking, karena bisa mendapatkan pengemudi sebelum waktu keberangkatan mengantisipasi sedikit pengemudi karena waktu pemesanan dan atau tempat yg agak sepi. Mohon dptnya layanan ini juga didukung dg proteksi sistem agar driver yg sdh didapat tdk mudah membatalkan mendekati keberangkatan",5
belum pernah difungsikan,5
bagus,5
"pesan food dipalembang dicancel dimedan dicancel,parah sih",1
pertama kali menggunakan grab... sangat mantap,5
sangat bagus,5
"perbaiki lagi sistemnya🙃 pesan makan dari jam 10, baru sampai jam 12 lewat, yang benar aja, salatri yang ada🙃",1
Mantap Banget,5
"4jam nungguin pesanan yang ga dateng² dengan alasan sedang mencari driver , driver sebanyak itu masa gada satupun yang mau anterin",1
"MAU NANGIS BGT GA ADA GRAB DISEKITAR😭😭mau pulanggggg cpt mlh pesen berkali""ttp gdpt pdhl di kota lo😭😭",4
terbaik,5
"perbarui nya mesti sampe berkali2, sebel bgt padahal udh nunggu dari tadi, tapi hrs update dlu baru bisa login aplikasinya😭",2
"meski macet parah, tp ttp mau antar",5
"jam tepat, layanan baik",5
good job,5
berguna sekali,5
1 pesanan grabfood tapi pengantarannya otomatis kebagi 2 tanpa konfirmasi. Giliran dapet driver cuma 1 dan yang 1 lg ga dapet². Alhasil pesanan keluarga sebagian dateng duluan. Makanan keburu dingin. Ga bisa makan bersama. Mood keluarga jadi jelek. Asli program paling aneh.,1
"sudah pilih pengantaran prioritas tapi malah lama, tau gitu mending yang hemat sekalian",1
enak dan nyaman aja,5
bagus,5
"ayam nya enak, bumbunya meresap. sambelnya mantap pedanya. bakal pesan lagi 👍",5
driver mu Nendi Kabeh kok ora Nerima orderan ku,1
sangat baik,5
mau gofood ribet banget ngg bisa pake qris harus pake ovo tapi ovo ngga mau terhubung sama apk ribet beda sama gojek,3
mudah di gunakan,5
ramah baik,5
kecewa tk mcm dulu,1
ga layak dapet bintang 5..,5
bagus,5
puas bgt pakai grab,5
oke,5
thanks for your support,5
oke,5
tingkatkan terus,5
ini apk susah bgt ya dapat ojol nyaa,3
kecewa ketika hujan dah amblas semua gak bosq mesan barang gak sepwrti aplikasi lain lacar lancar aja,1
bagus,5
bagus,5
apl sampah,1
bagus,5
"kenapa promo nya dikurangin?? beli harga normal 40rb terus pake promo 3rb , harusnya 37rb tapi kenapa cuma jadi 39rb??. terus pake promo 6rb bukannya jadi 34rb malah 36rb!! gaje banget",3
"lama nunggu, di batalin",1
Grab taik giliran Driver lain dikasih pinjaman saya setiap hari onbid sudah 6 bulan gak ada tawaran,1
"thank u grab, udah ngasih diskon ongkir, huhuuu gacorr💥💥🥰🥰🥰🥰🥰🥰👏👏",5
mantapp,5
Aku sangat suka dngan aplikasih ini,5
pelayanan yang baik dan ramah,5
promonya banyak dan sangat membantu,5
"aplikasi tidak menyediakan fitur customer service yang baik, ketika saya ada keluhan hanya di jawab dengan mesin bot dengan jawaban yang berputar-putar",1
tolong jangan mahal please 🥺🥺,4
"aplikasi eror mulu, terlalu berat buat jelajahi map naruh posisi.",2
pesen grab food di batalin trus,1
Mntap,5
"adakan fitur cancel untuk grab food dong, salah pilih menu gak bisa cancel",1
baik dan ramah,5
baik bngat,5
sangat membantu,5
ok,5
mantap cepat sesuai orderan,5
"tlong ya pihak grab hri ini saya kecewa bgt,pesen grab ekspres dapt potgan ,eh nungguin gak dateng2 ,motornya gk gerak samsek,trus sya batalin karn lama ,eh saya psen sekali lag dpt yg lbih dkat dr rumah saya ,gak gerak2 jg motornya,gak dijemput2...jd terpaksa sya batalin lgi,kesel bgt ...sbnarny saya jg suka ngasih tips ke grab kalo dpt potgan saya suka bayrnya sama dgn harga normal ,hemmz",1
banyakin diskon,5
"Sekarang kebanyakan driver ladies yang bawa cowo (beda orang) kenapa ya??? bahaya ga sih, tolong di perketat ya untuk akun ladies nya, jangan sampai kepercayaan pengguna grab hilang!!! terutama daerah bsd",1
"baikk bagus tpi kalau nyari alamat namanya suka gjls misal cari alamat rumah ku, namanya near jktoc, gituu, lebih baik no .... rt.../rw..... sama daerah nya, kalau begini kan gampang masukin alamat orang jugaaa, tapiii udaaa bagusss koo THE BESTT..",4
"an application that is very helpful in finding transportation, and also looking for food at certain times",5
sangat nyam.. n,5
iklan lu nge ganggu setan,1
GRAB TERBAIK,5
Drivernya baik,5
"susah dpt drivernya skrg, udh nunggu lama dicancel trs heran",3
terlalu mahal,1
grab emang oke,5
"parah layanan permasalahan di aplikasi chat nya hanya mampu oleh chatbot, kan customer nya manusia masa harus sama chatbot",1
sangat baik,5
good,4
ramah baik sopan,5
saya sangat puas apa bila naik grab,5
kok susah mau daftar jadi mitra drever grab..,3
"Tolong di perbaiki sistem pesanan penumpang .. saya menunggu driver cukup lama setelah saya menunggu driver tidak merespon , setelah saya mencoba menunggu dgn cukup lama tau2 driver cansel .. saya cukup kecewa kalo begini saya tidak akan pakai jasa aplikasi ini lagi , saya akan pindah ke aplikasi raksasa yg satu yg mampu melayani customer dgn sepenuh hati ! #NOTE : TOLONG DI LIAT LAGI dengan driver yg suka cansel orderan & milih-milih kalo bisa lgsg di PUTUS MITRA aja biar dia TDK seenaknya!",1
sangat membantu,5
"aplikasi gajelas, driver gaada penjelasan, help center ga membantu, nyuruh dibatalkan, setelah dibatalkan gaada tindak lanjut",1
Cari driver susah. harga mahal jmbd,3
aplikasi yg sangat membantu dalam perjalanan dan lain lain,5
"woii grab tolong dong itu, titik penjemputan di kampus pens itu ga sesuai namanya. Ini nama titik penjemputan perpustakaan teknik perkapalan ITS, padahal seharusnya itu halte PENS. tolongg digantii",1
"pokoknya grabfood mantaf,,,lebih cepat datang nya seler nya ramah👍",5
"gajelas banget gua ga pernah ngapain', bahkan ke drivernya selalu ramah , tiba' akun gua di tangguhkan, sekarang jadi gabisa make apk ini lagi",2
"bagus untuk keseluruhan,tapi tadinya terhapus? sekarang gimana cara masuk kembali lhoo?",5
ok,5
bagus,5
lebih cepat lwt grab dr pd jjn di tempat,5
grab mantap🥰,5
pelayanan sangat baik,5
driver nya sangat ramah,5
pelayanan cukup baik,5
jelek masa alamat tidak otomatis pindah harus hikin alat baru,1
Tara pernah Kase kebalian,3
pelayanan cukup baik.,5
tolong grab kenapa di ubah terus untuk kategori makanan yang kita mau pilih. di menu asli Indonesia coba jangan di ubah. di situ kan banyak pilihan makanan yang tertera.,1
mantap,5
bagus,5
membantu sekali,5
"pengemudi ramah, baik",5
good,5
"mantap grab,",5
sangat sopan dan ramah . terimakasih telah membantu saya mmbeli obat . dan di antar smpai tempat dgn cepat 🙏🙏,5
"barusan kejadian, cuma karena pake paket hemat saya ditolak untuk mampir ke warung dulu, berkali-kali pakai grab ga mempermasalahkan itu tiap saya berhenti di warung untuk beli sesuatu biasanya driver setuju dan sayapun nambahin uang ongkosnya, baru kali ini dapat driver nolak dengan alasan harus pake paket reguler, jangan hemat. lalu gunanya paket hemat untuk apa?",1
tambah in sistem pembayaran dana,4
sangat membatu dn respon cepat .,5
sangat baek,5
"tolong pembayaran tunai di aktifkan kembali di grab mar , sy gk punya saldo tolong saya mau pesen belajaan gk bisa , sy mau belanja di superindo gk bisa harus ovo aj itu kenapa ya",1
bagus,4
mbak nya ramah,5
ibu nya komunikatif. terimakasih bu🙏🏻,5
luar biasa,5
aplikasi totol.,1
luar biasa 🤩,5
"apa ini, mencari kendaraan sangat lama. padahal kadang darurat banget, udh gitu motifnya bikin handphone ngelag terus. kasih fitur keadaan biar pengemudi nya tau darurat apa nggak, harus ngebut atau ngga",2
mantaap,5
bermanfaat,5
greget nih sama grab akhir akhir ini . tiap order grab pasti dilewatkan ke yg jlan yg agak jauh kan jdi memakan waktu nunggu driver datang. di tmbh lagi gps drivernya sdh jalan di apk belum jalan . kasihan driver klo di cancel dan jika saya harus cancel cari driver lagi susah .,3
keren,5
pelayanan ok,5
"langganan grab dari sma, keren bgr emang, tapi semoga ada kebijakan buat ngehargain driver dan illustrator daripada pake AI (sayang banget jadi jelek 💔) kayak engk serius pdhal aku suka iklannya grab",4
vermuk bikin lambat membuat pesanan apa lagi kalo sedang di buru waktu,3
pelayanan sangat bagus,5
alamat selalu tidak sesuai dengan posis saya berada,1
jelek,1
mantap,5
mantap,5
knp selalu dapet driver gk kompeten ya? Diarahkan malah marah' di kasih penjelasan gamau dengar kalau salah kan pengirim juga rugi bukan driver aja yg rugi,1
"keren aplikasi nya, sangat membantu utk kaum introvert",5
oke,5
"grab gaguna,lu buat map kek orang awam,coba deh map nya buat lebih detail anj biar orang awam ga kesasar tujuan",1
sangat terbantu ketika tidak ada kendaraan yg kita butuhkan,4
memuaskan,5
ok,5
bagus,5
mantap,5
sangat membantu,5
"kebiasaan kalo pesen dengan ongkos murah waktu nya di undur undur, bisa jadi sejam",1
"aplikasinya sekarang sudah bagus akses juga untuk tunanetra, semoga kedepannya semakin ramah disabilitas.",5
enak,5
"hati2 pembohongan soal garansi ternyata tidak bisa klaim. jelas tertulis garansi untuk barang yang rusak/hilang. lebih baik dihapuskan atau garansi hanya untuk pengantaran express. Ini tidak ada kejelasan. Jangan pakai alasan karena memakai sameday sehingga tidak bisa klaim, lha untuk apa bayar garansi. Bodoh amat membuat garansi tapi ga bisa klaim. Boro2 minta maaf. Sekelas grab ternyata SDMnya rendah",1
Saya Minta mohon Banget Kpada Pihak Aplikator Dan Pihak Grab Ini Yg ad D Seluruh Indonesia Kita Buat Supir Supir Grab Mau Mobil Atau Honda Jgn Lh Kalian Bawa Sewa Itu Sembrautan Jgn Lh Ugal Ugalan D Jlan Lagi Bawa Sewa Ya Dan Sama Sewa nya TDK Kasar Jgn Arogan Sama Sewa nya Ya Supir Grab Dan Buat Harga Tarif ANK SKLH Sama Tarif Umum Mohon Beda Kan Lh Pihak Aplikotor Grab Lh Ya Aplikator makasih Ya Mohon,3
no can click cancel order . scamm app,1
sangat memuaskan,5
ok bgt,5
Pembaruan terooss. Nggak bisa dipake kalo nggak diperbarui jadi terpaksa deh krn masih ada saldo,1
sangat puas,5
admin X nya gak profesional.,1
mantap,5
tanpa alasan jelas aplikasi tidak dapat di gunakan malah tiba tiba di bekukan dan ga bisa di pulihkan,1
orderan nya lama,1
menyenangkan,5
sangat direkomendasikan utk perjalanan anda,5
"Some say bugs are the future of food: They are rich in protein and can be sustainably produced for mass consumption. In fact, some 2 billion humans on the planet eat bugs as part of their diet. But when the bug is in an app, we won't want you to eat it. And we certainly won't try to make more of it. Update your Grab to 5.410.0 to get rid of bugs from your everyday app experience.",5
GOOD JOB,5
mantap,5
terbaik👍👍,5
tepat waktu,5
ok bngt.,5
sangat membantu,5
bagus,5
cepat tepat,5
Byk driver tp knp selalu dpt double order,1
"saya sangat suka dengan grab, karena sangat membantu,dalm transportasi.",5
mantab,5
pengemudi ramah,5
pelayanan baik super ramah wangi,5
Luar biasa,5
ok mantap,5
puas,5
"sok asik adminnya, mahal semua mending tetangga",1
TIATI GRAB DINEOUT SEKARANG MAKANANNYA TIDAK SEPERTI LAYAKNYA BELI TOKO ASLI PRODUK TIDAK BAIK LAYANAN BURUK !! NGAPAIN JUGA TOKO IKUT PARTISIPASI PARAH EMANG JAHAT SI TERBILANGNYA. PERHATIKAN BAIK2 SEBELUM MEMBELI.. NOT GOOD QUALITY ! BINTANG 5 BIAR DIBACA KALO BINTANG 1 ULASANNYA MENDEM BIASANYA SIH. HAH LOL,5
sangat membantu dalam aktivitas,5
mantap,5
"aplikasikannya ada bug apa gimana dah, saya klik bike hemat tapi pas bayar malah bike standar",5
"sebetulnya suka banget ya sama Grab, sangat mempermudah segala sesuatu. cuma sayang, banyak driver ga jujur, bbrp x pake grabcar, pakai kartu e tol sendiri, eh tarif tol ditagih lagi, 2x sy top up e money si driver, biaya tol diambil juga dari tarif. bukan pelit sih, tp ya meski sedikit jg ya kan lebih bagus jujur. kalau driver kaya begitu, sy juga jd males kasih tips.",3
sangat membantu,5
good job,5
mantap,5
pesen grab ...tiba tiba di batalin karna katanya saya bawa peliharaan ... padahal saya gak bawa binatang apapun .....saya mending pakai aplikasi lain aja lah,1
bagus,5
baik orang nya,5
"sumpah nyari driver doang lamanya minta ampun setengah jam lebih, kalo ga ada yg mau ambil minimal bisa di cancel lah order grabfood nya ini kagak bisa, aneh dah restoran deket rumah ga sejauh 100km kok ga ada yg mau ambil, lama banget lagi nunggu ga bisa cancel",2
armada nya baik selama bbrp kali saya menggunakan.,5
kena pesen makanan Lewat GRABFOOD sekarang susah.. sebelum pesan status resto buka..pas ditekan tombol pesan sekarang status resto tutup.. Mending pesen lewat shopee / gojek aja GAK RIBET kayak GRAB 👍👍👍👍👍,1
👍🏻👍🏻👍🏻,5
Aplikasi gak jelas. Hapus aja dari store.,1
"Bismillah,,mudah2an Bagus.",5
TDK bisa update,1
draever sangat ramah,5
pelayanan bagus,5
the best pko'y 👍,5
buruk,1
Mantabbb ... baru ini dapat gado-gado & lontong sayur terenak diBogor dg harga wajar.,5
mudah dan sangat membantu,5
lancar jaya,5
good,5
ok,5
keren,5
mitra setiap hri bertambah castwmer makin berkurang,4
memberi kemudahan kita yang orang desa bisa k kota dengan mudah praktis dengan grab,5
"kurirnya ramah,fast respon",5
love babi,5
best banget pokoknya,5
oke,5
"GA LOGIS NI APLIKASI AMBIL JALAN NYA AMBIL JARAK JAUH BIAR DI ITUNG MAHAL PARAH AMAT, TOLOL",1
Kocak Nih Apk Motor Yg Di Aplikasi Ga Sesuai Sama Keadaan Nyatanya Kok Bisa Banyak Yg Lolos Sih,1
"further develop the application performance, and fix existing bugs, as well as improve all existing features!",5
alowes the BEST,5
sangat baik,5
tidak bisa membatalkan pesanan kalau dari pihak toko bisa,1
"ADMIN AKUN X (TWITTER) HATERS EMYU. kalo mau ngehate pake akun asli lah, ngapain pake akun perusahaan",1
Ongkir nya mahal sih,5
gak bisa dicancel,1
"Bapaknya baik ramah banget kami dibantuin bawa barang2 kami, trimakasih pak",5
mantap,5
ulasan lengkap bangus terpercaya,5
lumayan jdi ga sering ke gocek ojek pengkolan makasih grab,5
puas,5
mantap,5
tau dah sistem nya bgmna ngasih ordernya,1
nyaman supir nyah ramah,5
oke oke,5
ok lah,5
good👌👍,5
titik lokasinya amburadul,1
baik,5
mantap profesional,5
gg bisa di update untuk lokasi alamat,1
sesuai dgn pesanan..cepet,5
top up RM100 dari tanggal 9/5 sampai sekarang tanggal 20/5 tak masuk lagi. buat report pun tak guna.,1
mantap,5
sangat bermanfaat,5
sangat memudahkan aktifitas akuu yang sosoan sibuk ini. sat set sampee oke bgtt lah,5
Mantap,5
alhamdulillah,5
there is no driver,5
Oke,5
Oke bngt ! 👍👍,5
aman2 saja,5
respon cepat dan sopir teladan,5
bpk nya enak di ajak ngobrol nya terimakasih ya pak,5
terimakasih,5
sangat baik,5
cepat dan aman,5
bagus bangetttt selalu di tiap saat saat saya pesan grab bike selalu aja dapat drivernya dengan mudah dan overall semua drivernya baik dan saya suka semuanya,5
bagus,5
berguna sekali,5
lama dtiver,1
singgah tempat keluargs,5
perfect,5
nga bisa bayar tunai ribet banget,3
tolong diperbaiki lagi untuk mapsnya karena sudah beberapa kali saya pesen grab disasarin ditempat yang sama padahal titiknya sudah jelas tolong diperbaiki lagi,1
"Nyaman, cepat tp hati-hati",5
josss,5
"layanan sangat nyaman , komunikasi ramah dan mnyenangkan.",5
bagus,5
aman dan terpecaya,5
"Driver Ramah, namun kurang paham jl.",5
"senang memakai aplikasi grab untuk sehari hari, selalu mendapatkan driver yg sangat baik sajauh ini",5
mantap,5
sangt membantu,5
"sangat buruk .tidak dapat terjangkau lokasion saya sangat kecewa.sllu kena cas 3 ringgit.belum apa""sudah di makan hantu",2
baik,5
mksh ...bpk nya baik bngt,5
"bayar nya kebanyakan TDK sesuai aplikasi....d aplikasi misal 170000,tapi mereka meminta 250000.",2
"skrg kok mapnya grab suka muter²in driverny gitu ya?? saya nunggu suka 10-15 menit lohhh, padahal saya udh siap berangkat drtd. tolong dong map buat drivernya diperbaiki lagi. saya mau kasih tau drivernya jg bingung gak tau posisi asli drivernya (krn lokasi asli driver suka beda dgn yg di map)",1
ovopaylater saya yg sering saya pake buat delivery makan dinonaktifin tanpa sebab yang jelas !! padahal bayar selalu sebelum jatuh tempo dan gak pernah nunggak !! saya uninstall dan ga akan mau pake grab or yg teraffiliasi dengan grab !!,1
mau pesan grab express di aplikasi penumpang nya tidak ada layanan express nya bagai mana ini aplikasi,5
sangat mudah,5
"mohon maaf min, tapi ntah kenapa kalo dibandingin sama apk sebelah grab terlalu lama, driver nya pada kagak mau ngambil pesenan",1
"sarana transportasi yg dengan mudah dpt di cari,murah dan bisa ngantar kita kmna aja",5
perjalanan menyenangkan ramah drivernya,5
good,5
Tidak Bisa Hapus Pesan Driver Grab,1
lumayan,5
Ok,5
sangat membantu,5
bagus,5
"Sudah jarang dapat motor listrik, ada beberapa motornya yg diberikan jok tambahan jd ga begitu masalah lagi. saya senang klo dapat motor bebek, karna ada pegangan di belakang, motor sejenis nmaxx dan teman2nya ada yg ga ada pegangan, itu bahaya, saya perlu kencang pegangan tp bingung pegang dimana, pergelangan tangan sampai bergetar setelah turun, ditambah kalau pakai celana yg bahannya halus, meleset terus ke belakang. motornya terlalu bagus buat ngojek, motor bebek itu uda paling oke",4
"aplikasi terlalu banyak iklan sehingga merusak aktifitas penggunaan ponsel, hapus saja....aplikasi jelek",1
muarah cuman 5k,5
"bagus, baik, ramah",4
sangat membantu tapi GK ada bonus ya kasih dong saran di ovo ya,5
